epoch,step,test/BAK,test/OVRL,test/PESQ,test/SIG,test/SI_SDR,test/STOI
0,0,2.9604578018188477,2.224271059036255,1.7094908952713013,2.821674108505249,9.111685752868652,0.8512446284294128
